Tweet,Target,Stance
"@CollegeFix @WashTimes Please notice that ""Victims Advocates""were filing friend of the court briefs. #repealVAWA N destroy #SemST",feminist movement,0
Feminists tend to get upset & leave comedy clubs because humor is a form of intelligence they lack.  #GamerGate  #SemST,feminist movement,0
Just been putting the finishing touches to a feminist-themed cryptic crossword... Standard. #crosswords #SemST,feminist movement,1
It is not a woman's place to be made to feel uncomfortable walking down the street. #PoppySmart #SemST,feminist movement,1
Ladies is pimps too. Go on brush your shoulders off. #SemST,feminist movement,1
Thought that goes through my mind on a regular basis: would you have said that to me if I was a man? #SemST,feminist movement,1
"@DaniBChristen Yes,a ""greater"" understanding because ur's is ""superior"" 2 mine LOL #IDontNeedFeminism #SemST",feminist movement,0
"Because heckling #YesAllWomen & screaming ""LOOK AT ME!"" all day is an excellent way to show us you are a serious individual  #SemST",feminist movement,0
Feminists who go for a gender studies degree should also blame the patriarchy for their mediocre grades in science. #SemST,feminist movement,0
#feminists gave women the right to vote. #feministsareliars Nevermind 2/3 of men that voted to give them that right. #SemST,feminist movement,0
"Since when did #feminists get to decide what men are, and are not, allowed to be turned on by?  #SemST",feminist movement,0
"@CurlyChloe_ psst, it can't get anymore equal so....now it is a joke!  #SpankAFeminist  #dontmancriminate  #feminist #SemST",feminist movement,0
"The most upsetting of all of these however, was when I was greeted with shock and disgust for the fact I have ambition and #SemST",feminist movement,1
#SignsYoureInTheUSA You are attacked by feminists who labels you the patriarchy for cooking sunny side up eggs  #SemST,feminist movement,0
"Welp. I just saw the infamous Radfem ""Protests"" at a Toronto MRA speech for the first time. Disgusting. #feminismiscruelty #SemST",feminist movement,0
"@brandileighhhhh its called sexual coercion, and it is the same as rape. #RapeCulture #SemST",feminist movement,1
"With Hillary's lead over Sanders narrowing, how long before Bernie is accused of misogyny?  #tcot #SemST",feminist movement,0
"@HiddenTara No one wants to see #Feminists naked, so the petty, vindictive bytches want to drag everyone else down to their level. #SemST",feminist movement,0
The length of time I take in the bath directly relates to what's happening on Twitter #MondayMotivation  #Worlds2015 #SemST,feminist movement,2
@prpodcastshow I hope there is a women's size for the #GameofKings championship belt. Or is that just for men? #SemST,feminist movement,0
Multiple abortions is one of the few mistakes in life where you are not expected to learn.   Welcome to feminism.  #SemST,feminist movement,0
DEAR ANTI-PORN FEMINISTS   If you've never eaten popcorn while watching porn you are missing out in life... #GamerGate #SemST,feminist movement,0
Contrary to stereotype I see feminists all over social media championing causes that benefit men. #YesAllWomen #HeForShe #SemST,feminist movement,1
I've seen many defeated men in life but never a defeated woman~Sir Fazle Abed #WomenEmpowerment #quote #quoteoftheday #wisdom #SemST,feminist movement,1
.@brigadam @KlaraJoelsson The child could be seized for adoption to prolife couples or raised by mom alone - no $$. #SemST,feminist movement,2
@dancerlwt Have you considered changing your Twitter handle to vagina monologue? #SemST,feminist movement,0
@trutherbotred there's a woman in a picture and she's being groped lets yell #womensrights #feminist #SemST,feminist movement,1
YOU'RE A GIRL AND HAVE A SEX DRIVE!? YOU MUST BE A SLUT! #feminist #SemST,feminist movement,1
Video games are a form of art. Censorship would be comparable to practices by fascist Germany during WWII. #GamerGate #SemST,feminist movement,2
Now Harry is arguing with Dead Girl's father about whose job it is to kill the RapeMurdering villain. #Horns #SemST,feminist movement,2
#HowToKeepYourGirlHappy treat her like your partner & not like your superior #SemST,feminist movement,0
@POWSIMIAN does a vegan diet make you immortal? either way we're all gonna die #SemST,feminist movement,2
Just read a rather good article on females and their perceived/imposed limits throughout the education system and the work place #SemST,feminist movement,1
"Please tell me more about how UTI commercials are icky, so I won't forget to livetweet my next one in person. #SemST",feminist movement,2
Some feminist's would shut down the entire global porn industry & put millions on benefits/welfare & not even care #SemST,feminist movement,0
"DEAR FEMINISTS   Don't say you are ""disempowered"" when you have the power to get anybody fired, just like #TimHunt. #SemST",feminist movement,0
"Grr! That subject is not allowed to be joked about! - Typical Feminist, regarding every topic of humor #SpankAFeminist #SemST",feminist movement,0
"Women are taught to put their values into their hymens, rather than their intelligence, accomplishments, goals or character #SemST",feminist movement,0
"Thanks for all the laughs tonight, @amyschumer! And the social commentary wasn't bad either ;) #equalpay #girlyoudontneedmakeup #SemST",feminist movement,1
"You are NOT a feminist if you are a racist. If you don't stand for all girls of every color, shape, size then u ain't a feminist #SemST",feminist movement,1
#women learn to be women and #men learn to be men and I don't blame it all on you but I don't want to be your #friend  #lyrics #SemST,feminist movement,2
"@kbambi1376 It's not a conscious choice that's made. Betas make women feel unsafe, unprotected, right? #SpankAFeminist #SemST",feminist movement,0
texting my bf telling him to shave today so i find him optimally bangable next time i see him #SemST,feminist movement,0
"@moo_mena unlearn that believing in gender equality is life saving, yes it's fab-but why not actively fight for change? #SemST",feminist movement,1
"Ayyyy more hypocrisy: Hope Solo, serial domestic abuser is celebrated like a hero for winning the women's World Cup #SemST",feminist movement,0
"@alias_burgerboy @craigspissed @forthleft infanticide, child to parent abuse, sibling abuse, abuse against  males, LGBT DV #SemST",feminist movement,0
God did not want you to have the same opportunity as men so are you saying God is wrong? #SemST,feminist movement,0
Your physical appearance doesn't define your worth.People should be heard whether theyre conventionally attractive or not. #SemST,feminist movement,1
If the sexes had equal intellectual abilities the collective inferiority complex of feminism would not be necessary. #SemST,feminist movement,0
"Watch out, the feminists' next move will probably be demanding pay for the First Lady. #SemST",feminist movement,0
"Those fucking feminists...   Sir Tim Hunt was fired over lies. Following his joke, he praised women in science.   #SemST",feminist movement,0
feminist: *says something about women to be treated as equal human beings*  some asshole: you're ugly  wow nice okay lmao  #SemST,feminist movement,0
"Don't tell me what to do and what not to do. Now come here, let me tell you what a real man is.   #hypocrites #SemST",feminist movement,0
"If u link anti feminism with misogyny or inequality-lover, please dont reproduce! The world have enough imbeciles . #SemST",feminist movement,0
Cat Pt. 2: Today I found my cat is a feminist. #cat #feminist #kindofanokstory #life #SemST,feminist movement,0
the fact that people think women need to be appealing and attractive to be heard/seen as equal is why we need feminism #SemST,feminist movement,1
"#SingleBecause I refuse to be man's 'other' and bcs I want to be my full self, bcs I want a feminist man, who's a man's man. #SemST",feminist movement,1
@ProteinWorld Don't worry about all these feminists. Any press is good press. I will be ordering products. soon. #SemST,feminist movement,0
It wouldn't be a #FIFA event without women in tight dresses. Wrong place. Wrong time. #womensworldcup #SemST,feminist movement,0
"Sleezy men: DO NOT catcall at me and @emmalizrizz while we're out walking. It's NOT welcome, attractive or harmless. #SemST",feminist movement,1
@deanesmay The Command-and-control mentality runs deep with #feminists. The Swedish Feminist Initiative is open with it #SemST,feminist movement,0
The responsibilities Feminism admits are as ornamental as the intelligence of the average feminist. #OnlyRights #SemST,feminist movement,0
@kimiyyye nah bitch I'm a fucking savage obviously . You just gonna suck dick and make sandwiches for some man who beats you daily #SemST,feminist movement,0
Feminist extremists ruin it for everyone. Respect to feminist who actually want equality and not a handout. #SemST,feminist movement,0
@carly_senatore Also im assuming you claim to be one...yet you just called me an idiot and you dont even know me. Nice. #SemST,feminist movement,2
We celebrate the company of 50 great people & organisations. From #fiji-lovers #perfumers #ecowarrior #vegan #humanrights #healers #SemST,feminist movement,2
"DEAR FEMINISTS  The problem with abortion is not "" too many rapes"" it is too much fucking WITHOUT condoms   #GamerGate #SemST",feminist movement,0
Just wrote my blog to help @CalAlimony pass a vital law that ends #alimony. Posting soon. #Divorce #leanin #SemST,feminist movement,0
"Seriously considering writing an article on the ban of school skirts at a secondary school, any thoughts would be appreciated :) #SemST",feminist movement,2
"I'm honestly surprised that feminist extremists like @lenadunham aren't screaming ""sexist!!"" at gay men. #SemST",feminist movement,0
@UKIP Also a policy on removing feminists. In their entirety. Thanks for your help with this #VoteUKIP #SemST,feminist movement,0
#WhoIsBurningBlackChurches is the latest racist hate mob tag. No surprise it's all #BlackLivesMatter people. #SJWLogic #SemST,feminist movement,2
"@MeninistTweet why do white women pretend to ne black, lies aboit dad & family instead going to the mental hospital? #SemST",feminist movement,2
"@ProLifeAction nope, no more adultery now than 100 years ago or 600 years ago. Sorry facts don't fit your narrative. #prochoice #SemST",feminist movement,2
Want an amazing #SciFi show that completely passes the bechdel test? #Farscape. Well written characters and +3 to awesome. #SemST,feminist movement,2
Pussy Riot: A Punk Prayer  I highly suggest you watch it. Such an amazing documentary. #SemST,feminist movement,1
WHEN A FEMINIST IS IRRITABLE AND PREACHING FEMINISM YOU KNOW SHE'S MISPLACED HER VIBRATOR. #feminist #Feminists #SemST,feminist movement,0
"@VirginRadioTO @MauraGrierson how about ""Maura & Tucker in the morning"" #equality #seniority #SemST",feminist movement,1
#sex male caste general religion Hindu. None of these were in my hand!!! Gurrr  #feminazis pseudo #SemST,feminist movement,0
It's not about making women stronger. Women are already strong. It's about changing the way the world perceives that strength ! #SemST,feminist movement,1
When women spend too much time out of the kitchen they get over opinionated and think they know everything #feminist #SemST,feminist movement,0
Ironic how the anti- feminist intimidation machine has drowned out the voices of those trying to civilly critique feminist ideas. #SemST,feminist movement,0
Because young girls are told not to be raped instead of telling boys not to rape #SemST,feminist movement,1
"Anti-#gamergate people who say GG is about ""Zoe Quinn"" are defending domestic abuse.   #NotYourShield #WomenAgainstFeminis... #SemST",feminist movement,0
Really interesting debate about whether men can also be feminists #BSCConf15 #criminology #SemST,feminist movement,0
I still can not get over teamwork being considered female thing. It is not consistent with my experiences at all. #SemST,feminist movement,0
"@CaptHaddock83 oh, that's an easy one: RUN! #spankafeminist #SemST",feminist movement,0
Sometimes I overheat and want to take off my shirt but can't because of social expectations of people with breasts. ;n; #SemST,feminist movement,1
Evidence that modern feminism is stupid and pointless - #Manspreading . #SemST,feminist movement,0
"@draumkunta also, sorry I'm too busy being a gorgeous feminist to give a shit about your beauty standards #SemST",feminist movement,1
"Feminists saying they are ""atheists/skeptics"" is quite a contradiction as they worship their own vulva.   #GamerGate #SemST",feminist movement,0
"#BeautyRant 7-Why have I been taught to hate my knock knees? Why must it be a compliment that you call me a ""yellow bone""? #Beauty #SemST",feminist movement,0
"@_sarcasmspasm @MT8_9 Then there's the added level of irony: Their chosen figureheads: Not really ""body positive"" amirite? #SemST",feminist movement,0
"Religious ""what homosexual men find sexy is wrong""  Feminits ""what heterosexual men find sexy is wrong""  #SemST",feminist movement,0
@Body_in_Mind SJWs prove that people are perfectly capable of acting against metaphysically given reality. #gamergate #SemST,feminist movement,2
"Whine about how things aren't going your way, even though you're an adult. #LikeAFeminist #SemST",feminist movement,0
@orange_kae a lot of people get indoctrinated in a movement by reading comments and articles. For example #meinkamp. #equality #SemST,feminist movement,2
"Men and women should have equal rights, we are all human... #SemST",feminist movement,1
@gelijkis my hat is seriously off to all those who made Beijing such a breakthrough. We don't say thank you enough! #womensrights #SemST,feminist movement,1
Why don't you love me Twitter #SemST,feminist movement,2
Sexism is power plus prejudice? So Anita is sexist by her own definition because of her new title in time #Anitasarkeesian #SemST,feminist movement,0
Umrao Jaan Ada- a story of not just a life or prostitute but of poise and poesy.  #WOMANPOWER #SemST,feminist movement,1
"The anti-gamergate people have behaved abominably, and have no moral ground from which to stand in judgement. #gamergate  #antiSJW #SemST",feminist movement,0
"@mraguyot Yup, way more than I would ever buy, but hey, something for everybody.   #antifeminism #antiSJW #MGTOW #SemST",feminist movement,0
@femfreq I don't understand why all these nerds hate you so much. I would love to do the nasty with you sexy #GamerGate #feminist #SemST,feminist movement,1
"girls: ""why don't boys like this go to my school"" boys: ""wish girls like this went to my school"" girls: unrealistic standards  #SemST",feminist movement,0
Anyone find it funny that #Feminists use #TakeitLikeAMan when they don't want to understand what it means to be one?  #SemST,feminist movement,0
@NuuYawkerr I have a solution kill all of us... #SemST,feminist movement,2
Sehri time seems to be turning into let's get my dad woke. #racepolitics #ableism #Ramadan #SemST,feminist movement,2
Congratulations to America for overcoming 1 battle for #equality. Now let's have women&all races treated equally #AllLivesMatter #SemST,feminist movement,1
WHO DO I GOTTA FUCK TO NEVER FEEL LIKE I GOTTA FUCK SOMEBODY? #SemST,feminist movement,2
@mustangALLIE_ and i was agreeing with ur tweet #SemST,feminist movement,2
"wanted to pursue a career rather than settle down and start a family in my 20's. Even now, people still tell me time is ticking & #SemST",feminist movement,1
I am obsessed with becoming a woman comfortable in her skin.  Sandra Cisneros #latinx #woc #SemST,feminist movement,1
@james_WTF don't be saying these inconvenient truths. It might hurt the narrative. #SemST,feminist movement,2
@KatTimpf @ShannonBream great review. Thanks for your report! Excellent rebuttal of #SemST,feminist movement,2
Seriously can't believe they gave the women heat breaks and not the men #Wimbledon #SemST,feminist movement,0
The only thing ugly is the god damn opinions of the idiotic people who started this tag #SemST,feminist movement,2
I am a feminist.I've been a female for a long time now.It'd be stupid not to be on my own side-Maya Angelou-#feminist #humanist #SemST,feminist movement,1
Ruth_Blane: _AnAvgJoe_: RT Ruth_Blane: Ruth_Blane: Ruth_Blane: Ruth_Blane: ReverseDowry: RT manojmane: Take this !! #Feminazi #sc... #SemST,feminist movement,0
stop with the male animators we want female animators  #SemST,feminist movement,1
@RiotChildArmy Even though we all know which gender is superior. =) #SemST,feminist movement,1
Girls are such animals. All they want is sex . I just want to be closer to God. #SemST,feminist movement,0
"It is not enough to help someone, or a group,  you have to do it in the name of . #identitypolitics  #SpankAFeminist #SemST",feminist movement,0
pls don't h8 me my last tweet was OBVIOUSLY a joke #luv #rightsforall #SemST,feminist movement,2
These pics of #pornstars with/without makeup? Just perpetuating the myth that women need makeup to be considered pretty. #SemST,feminist movement,1
@thefemaleboook @MeninistTweet lmao at the fact you use a bunch of airbrushed fake ass celebrities  #SemST,feminist movement,0
"@arristotlee Thank you, #progressive-minded pursuers of familial and societal Dystopia. #Democrats #Liberals #SemST",feminist movement,2
"Women are shamed if they don't want children, but then told if they want to be payed equally they shouldn't have children at all. #SemST",feminist movement,1
@ramzaruglia @a_man_in_yellow Just imagine all the semen those women are slurping in the bottom left pic #YesAllWomen #SemST,feminist movement,0
"Feminism on twitter is the black hole of human intelligence, just like creationism.  #GamerGate #SemST",feminist movement,0
@StacyLGage @mylittlepwnies3 because i need the whole world to validate my vagina #SemST,feminist movement,0
"Dear parents, please don't tell your boys ""not to be a girl"" when they cry. Girls rock. #SemST",feminist movement,1
@Piddy_X @Nero @CYBERSTALIN It's an attempt at a @GodfreyElfwick parody. #ProteinWorld #BaltimoreRiots #socialism #SemST,feminist movement,2
The fact that Chris Brown is somehow still famous is why I need #SemST,feminist movement,2
"Should start a ""menism"" movement. The amount of times people say ""you've got tidy handwriting for a guy"" is ridiculous #SemST",feminist movement,0
@victoriacoren has an article on women and politics in this months @ELLEUK - it's a must read. #generalelection #politics #women #SemST,feminist movement,1
Omfg... definition of first world problems. #FuckFeminism #SemST,feminist movement,0
"Contempo Qiwaamah:longer paid maternity leave,flexi working hours,on-site childcare,breastfeeding/breastpumping rooms,equal pay #SemST",feminist movement,1
Upload sexually provocative pics up for all to see. But if someone you aren't attracted to looks it's harassment? Right #SemST,feminist movement,0
"IF FEMINISTS WERE HONEST ""Be careful, don't say 3rd world women suffer more or I will say you are a rapist"" #GamerGate #SemST",feminist movement,0
DEAR FEMINISTS  So I am a waste of time for not joining your feminist cult? Mormons say the same when close the door. #SemST,feminist movement,0
I am really proud to be a @HeforShe and I want to thank @EmWatson for being such a powerful feminist #HeForShe #SemST,feminist movement,1
"For all y'all who only pay attention to men's sports, something fairly important is happening now with USA women's soccer #SemST",feminist movement,0
I need feminism because:  A man in a room full of women is ecstatic. A woman in a room full of men is terrified. #SemST,feminist movement,1
im a strong independent black woman who don't need no daddy #lol #girlpower #SemST,feminist movement,1
Abusive Misogynist  @NickRinke whining that feminists are blocking him. Let's make his day and all bock him. #YesAllWomen #SemST,feminist movement,1
Kwink884 thewtfmagazine gamers are fatophobes. ever notice there are no morbidly obese characters in video games? #GamerGate #Not... #SemST,feminist movement,2
"@shunter395 True, but it's in quotes, and I had to take the opportunity to promote #SemST",feminist movement,2
@staacy_weedy @levithekid2 @alexaa_Mccune that is true I can't compete with you #SemST,feminist movement,2
Clothes with size number oppress woman . Remove them. #thisoppresseswomen #SemST,feminist movement,1
#Pretty.#Young #Thing. Catchy MJ song/ perfect summary of discourses surrounding professional #female #disempowerment. #gender #SemST,feminist movement,0
@TheRuIes @xDirtyDianna why not she's clearly a part of the squad females can't be with guys without being looked at as a hoe #SemST,feminist movement,1
I wish Laura croft would undress more so I could Bitch about it. #FemFreq #SemST,feminist movement,0
Because all human beings are created equally by nature. #SemST,feminist movement,1
@coffey_cake4 @DailySexSupply too bad idgaf about #SemST,feminist movement,0
RT @isocynic: I support whatever team buck supports #truefan #socceroos #bodypositive #SemST,feminist movement,2
"Women don't make 75% less than men for the same job. Women, on average, make less then men. Look it up feminazis. #EqualPayDay #SemST",feminist movement,0
When is it ok for a married 49-year-old CEO to use his power and influence to shag his 22-year-old intern? #AskHillary #SemST,feminist movement,1
Patriarchy Theory - designed to project the prejudice and insecurity of feminists onto men #SemST,feminist movement,0
"Pissed that I got ""talked to"" but he didn't  #SemST",feminist movement,1
#Feminists: calling other people bad names won't turn them into feminists.You're shooting yourselves in the foot. #sexism #antiSJW #SemST,feminist movement,0
Putting the air conditioners in while wearing a sundress because #SemST,feminist movement,2
"With or without someone by my side, I'm gonna achieve all the goals I have set. #strongwomen #Goals #SemST",feminist movement,0
@EmWallbank listen well I'm ready to tell about a need that I cannot deny #hsmsong  #SemST,feminist movement,2
"Sorry but if a #YesAllWomen slapped me the way #Mattie did in #Humans, i'm slapping her back. You hit me, I hit back. #SemST",feminist movement,0
"@LaNaria_Athalia Are you using women as sex objects to sell your sexist hate movement, yes you are. #SemST",feminist movement,0
"It's hard being a woman, constantly annoyed by things that don't really matter on the grand scheme of things. Wish I was a man #SemST",feminist movement,0
@nytimes @nytopinion this is more of a personal preference than a gender issue. Do nt strip manners away from younger generation! #SemST,feminist movement,0
@TheCoffeeFilter: ...OR SLOW DOWN YOUR CAR TO YELL AT ME WHILE I WAIT FOR THE BUS!!! #WHATTHEACTUALFUCK #SemST,feminist movement,0
im okay with white girls with dreads because #SemST,feminist movement,2
@NAFEDUDE @TakedownMRAs It's never a problem until it happens to you =) #SemST,feminist movement,2
#MagicMikeXXL is the most feminist movie I have seen since #MadMax. Good work! #SemST,feminist movement,0
"Some guy just called me a gentleman for holding the door open for him. He then corrected himself & said ""I'm sorry, gentlewoman! #SemST",feminist movement,1
"Its true that not all radical feminists are ugly, however i'm sure their personalities make up for it.  #compensatingmuch #SemST",feminist movement,0
It's not just #Matildas that get paid less than their male counterparts... It's all women's sports- and in fact all women #SemST,feminist movement,1
RT @MandaReneK: Feminism: the belief that men and women should have equal rights and opportunities. #feminist #lovetheladies #sor... #SemST,feminist movement,0
What a real #Patriarchy and #RapeCulture looks like. #BeingFemaleInNigeria  #pjnet #GamerGate #SemST,feminist movement,0
DEAR FEMINISTS  The evidence of your closeted hate is your refusal to address man-hate in feminism.   #GamerGate #SemST,feminist movement,0
They want equality but what they're doing is overpowering men. #feminazi #SemST,feminist movement,0
@MrMikeCalta  Proud to say I don't listen to fat crossed eyed MJ #SemST,feminist movement,2
"*sigh* One small step back for women, one giant leap forward for lonely perverts. #ChrissyTeigen #SemST",feminist movement,0
RT @rapebombing: #HowToSpotAFeminist like @infinitehoran_ They block you & then stalk you for days/weeks afterwards. #SemST,feminist movement,0
"Feminist don't want equality, they're hypocrites. A lot of them are single for that exact reason . #SemST",feminist movement,0
Why isn't this #Women also being #Charged for attacking #DeAndreJohnson first.#DoubleStandards #Sport #NFL #Abuse #CorruptSystem #SemST,feminist movement,0
"just want to give my hair follicles a quick shoutout for giving me armpit hair, cos nout says equality quite like an unused razor #SemST",feminist movement,0
Feminist make me sick. I'm all for equality but not for Feminist Hypocrisy. #SemST,feminist movement,0
"Apparently #YesAllWomen who ""don't need no man"" never drive a car, turn on a light switch, or drink clean water. #SemST",feminist movement,0
"@jordanelliott_ Slut is a word made to degrade women, we shouldn't degrade anyone - it's their body's they can do what they like #SemST",feminist movement,1
The rule of attention is you always get both: wanted and unwanted. But Feminists hypocrites only want one. #GamerGate #SemST,feminist movement,0
"Unless u have a health or physiological problem, u should not be proud of ur overweight body! #health #SemST",feminist movement,2
"my coworker called me gay because i didn't stare at these girls who came in, SORRY but i respect women and this is why i need #SemST",feminist movement,1
Just watched the frickin' awesome interview with @caitlinmoran and @lenadunham ! What a breath of fresh air those two ladies are!! #SemST,feminist movement,2
I take it personally when people call my dog a he. Toni is a girls name too #SemST,feminist movement,1
Honoured to be followed by the truly inspirational @Kon__K founder of @ASRC1 #realaustralianssaywelcome #thethingsthatmatter #SemST,feminist movement,2
So you support unequal pricing based on gender @CamilleBogrand?  Don't you normally call that sexism?  #EqualPayDay #SemST,feminist movement,1
"Men are from Earth, women are from Earth. Deal with it.  - George Carlin #QuotesOfTheDay #EqualityForAll #equality #SemST",feminist movement,1
@RepubGirlLife But if I said this about how hot Hope Solo is..... Feminists would go ape shit #screwfeminism #SemST,feminist movement,0
i need feminism because i cant even walk to dairy queen without a male yelling nice ass out of his window #SemST,feminist movement,1
"I always enjoy being called a slut, or a bitch by feminists for my opinions. #AntiFeminism  #SemST",feminist movement,0
@TarheelKrystle @primatemachine Bowing down but not in a threatening way. B/c even bowing down can be triggering. #SemST,feminist movement,0
"@TarynOnthenews @NRO Very unnecessary, since 'no' doesn't always mean 'no', especially if she's drunk!  #rapehumor #SemST",feminist movement,0
"@WhiteShamer because Resident Evil, Tomb Raider, Portal, Mass Effect, Parasite Eve and countless other games never happened! #SemST",feminist movement,2
Why is it bad for the Garrick Club to be men only but not bad for my gym to have a women only room? #Hypocrites #SemST,feminist movement,0
"@WiTOpoli I hope everyone is going to see ""she's beautiful when she's angry""; see the origins of what you are doing #SemST",feminist movement,0
@CB_Printer @adamnick_nick @victorymonk feminists want special right not equal right. Don't b a feminist #feministcruelty #SemST,feminist movement,0
Hate when girls turn into bitches because a guy tells them they look good without make up... THATS A COMPLIMENT ?!!??!???? #SemST,feminist movement,0
_AnAvgJoe_: RT Ruth_Blane: BansalSatnam: RT Ruth_Blane: ReverseDowry: RT Ruth_Blane: manojmane: Take this !! #Feminazi #scrap498a... #SemST,feminist movement,0
OH NO EQUALITY FOR ALL WHAT SHALL WE DO ?!?!? STOP FEMINIST ASAP #SemST,feminist movement,0
Reading a mag that has endless pages about how to look on holiday but holidays are the time not to give a fuck. That's the point! #SemST,feminist movement,2
Storey's Song of the Day: To love somebody (BeeGees); topic of the day: Feminism in cultural theory. I love this class. #BeeGees #SemST,feminist movement,0
you know what's ugly? can't going out with a short skirt without being judged #SemST,feminist movement,1
"I need feminism because ""what were you wearing"" shouldn't be a question when I tell my stepmom I was cat called. #SemST",feminist movement,1
"@verilymary @taylynneduvall no, men need a movement that will help them not hurt them #SemST",feminist movement,0
"@andybud_o The Mito Eve model does not explicit prove 1 ancestor, it narrows down similarities to a matter of a degree... #SemST",feminist movement,2
Feminists are so stupid they think they're the only ones who can have freedom of speech Lmaooo #SemST,feminist movement,0
It doesnt take a miracle all takes signature and a few kind people to know not to kill innocent a women #MaryJaneLives #SemST,feminist movement,1
FEMINIST WHO TOOK PHOTOS OF MEN'S  CROTCHES SHOULD BE CHARGED.  #MANSPREADING #SemST,feminist movement,0
The cutting and mutilation of my and my daughters' genitals is an expression of my #SemST,feminist movement,1
"Celebrities, please stop declaring yourselves ""not a feminist"" and coloring it with a different term. #equality #samething #SemST",feminist movement,1
I get a lot of shit for saying boobs are sexual. I'm sorry you call me ignorant all you want but its true #freethenippple #boobs #SemST,feminist movement,0
RT @LouiseMensch: Emma Psychowicz   He was cleared. #EmmaSulkowitz #PaulNungesser #justice #fauxminism #SemST,feminist movement,0
RT @ReformedSamurai: I have yet to meet one #feminist that isn't a racist or sexist. #GamerGate #WomenAgainstFeminsim #sup... #SemST,feminist movement,0
"IF FEMINISTS WERE HONEST  ""Be careful, if you use logic in this conversation I will somehow drag it into rape""  #SemST",feminist movement,0
Some Feminists are doing a huge disservice to rape victims by lying about numbers and supporting false accusations. #SemST,feminist movement,0
HAPPY BIRTHDAY TO ONE OF MY FAV PEOPLE WHO HAS GREAT VIEWS & IS A FELLOW SUPREME COURT CUTIE I LOVE YOU @maddylinder #SemST,feminist movement,2
.@feminismvibes Men don't admit to being raped as readily as women do. So your question is feminist bullshit. #SemST,feminist movement,0
Feminists like you are like religious people who CANNOT understand why Atheists reject their nonsense @linneareithis  #SemST,feminist movement,0
"RT gamergatenews: RT CaptHaddock83: Ha Ha hilarious! #Feminists desending on #SpankAFeminist like mad harpies, #SJWs #game... #SemST",feminist movement,0
"And people wonder why #feminists aren't taken seriously...  At least give me 1 every time I hear this, I'd be rich!  #SemST",feminist movement,0
Why should woman stick together?  I don't like half of you cunts. #SemST,feminist movement,0
feminists be like: don' judge a book by its cover! unless the cover is a straight white male. #SemST,feminist movement,0
@deanesmay @JenMurray41 Bc feminists know everything about being a man. #SpankAFeminist #gamergate #SemST,feminist movement,0
"Up next! Watch me get called ""a sexist pig"" for ordering a sandwich from a female Subway sandwich engineer. #SemST",feminist movement,0
"girl: *bikini photo* girls: slut Justin Bieber: *butt naked* girls: "" ""lemme see the front"" LOL BUT YOU'RE A FEMINIST #SemST",feminist movement,0
Women who falsely accuse men of rape DO NOT care about exploting the suffering of real rape victims.  #GamerGate #SemST,feminist movement,0
"U can be a #feminist w/o bein a bitch, u can also embrace ur sexuality w/o having loose morals #EmpowerAllBodies #empoweringwomen #SemST",feminist movement,1
Independence Day is a day where men get wasted and dehumanize women by blowing off fireworks! #endJuly4th #SemST,feminist movement,0
"If you claim nor to be a feminist, you either don't understand what feminism is, or you are a huge societal problem. #SemST",feminist movement,1
"Thanks to SJW, I now associate the word ""trigger"" with a joke and I'm going to offend an actual PTSD victim #SemST",feminist movement,0
"History is ""his story;"" we need ""her story"" too! #SemST",feminist movement,1
Downvoting my youtube videos is hateful and sexist! #gamergate #femfreq #radicalbytes #videogame #gaming #SemST,feminist movement,1
"Husband: ""They should know that she's always born with it. It's never Maybelline."" #beauty #SemST",feminist movement,0
"@SirWilliamValen insulting, thinking you can make a switch like that. if it wasn't written for us, it wasn't for us #SemST",feminist movement,2
"This always infuriates me. If I was male would I be asked these questions? would I be stereotyped as a 'bitch', 'cold hearted' or #SemST",feminist movement,1
usa is only good at futbol if women are playing #SemST,feminist movement,0
This feminist supports gender equality because some people believe a woman's value lies in her physical beauty. #SemST,feminist movement,1
Whether you label yourself a feminist or not I think it's important that we address equal rights.-Taylor Swift. #SemST,feminist movement,1
"UGH I am SICK to DEATH of this whole bitches wanting ""equality"" thing like stfu u DUMB CUNT #feminismiscruelty #SemST",feminist movement,0
@JayAlessandra yeah! I don't need feminism as I like it when my boyfriend chips in on food shops.Also I am too pretty.obvs #SemST,feminist movement,0
"As a child, had to 'recycle' own socks from festering laundry heap, as feminist mother says ""I'm not your slave! #SemST",feminist movement,0
"@moderncomments Oh, come now! We both know she doesn't mean it *like that* -- only when it's advantageous! #SemST",feminist movement,0
Staying silent after being raped so as not to get charged with adultery is an expression of my #SemST,feminist movement,1
@_toekey and the offensive joke is left out of the context... #SpankAFeminist  #SemST,feminist movement,0
V! Can't wait to see you! # #SemST,feminist movement,2
"@NormaniKordei hi, can u pls rt this people need to know about this!!!!! #feminist #SemST",feminist movement,1
.@TheActualSarah The UK is considering abolishing prisons for women completely because crime is a man's fault. #SemST,feminist movement,0
"Mind you, if your grandmother was cremated you could give yourself an enema with her ashes @beauschopstick  #GamerGate #SemST",feminist movement,0
I thought you would like it @AceofSpades14 #feminist #SemST,feminist movement,0
Girls over 130 pounds shouldn't wear a swim suit #womenintech #SemST,feminist movement,0
@shoe0nhead surely it needs both to be side by side? Looks like the woman is now in front. Is that not what u were worried about? #SemST,feminist movement,0
So if I find a woman attractive I'm an objectifying pig. If I don't find her attractive I'm a shallow pig. #SemST,feminist movement,0
